ID_ENTIDAD,NOMBRE_ENTIDAD,CANTIDAD_DEUDORES,MONTO_TOTAL,MONTO_PREVISIONES,MONTO_SIT_1,MONTO_SIT_2,MONTO_SIT_3,MONTO_SIT_4,MONTO_SIT_5,MONTO_SIT_11
55526,Asociacion Mutual Progreso Entrerriano,2568,1600196.0,0.0,1451862.0,64354.0,27950.0,14736.0,41294.0,0.0
55534,Mutual 22 de septiembre,919,472773.0,0.0,249037.0,27006.0,46025.0,55506.0,95199.0,0.0
55538,CORDOBA VALORES S.A.,1693,408377.0,0.0,295.0,0.0,0.0,12973.0,395109.0,0.0
55539,FRANKFURT S.A.,21,454526.0,0.0,417821.0,36705.0,0.0,0.0,0.0,0.0
55544,YOLO CASH S.A.,68,31846.0,0.0,31846.0,0.0,0.0,0.0,0.0,0.0
55545,GZM SOLUCIONES S.A,3,142458.0,0.0,15404.0,127054.0,0.0,0.0,0.0,0.0
55547,sistemas unificados de credito dirigido SA,11302,3013455.0,0.0,1675538.0,217891.0,402499.0,562757.0,154770.0,0.0
55554,PRESTACIONES S.A.,15,561858.0,0.0,391999.0,17810.0,152049.0,0.0,0.0,0.0
55558,GRUPO SACAR S.A.,47,15908.0,0.0,15908.0,0.0,0.0,0.0,0.0,0.0
55561,TJS CAPITAL S.A.,116,86511.0,0.0,85039.0,0.0,677.0,795.0,0.0,0.0
65203,CRÉDITO REGIONAL COMPAÑÍA FINANCIERA S.A.U.,13851,5458900.0,5458900.0,2932043.0,539149.0,429329.0,785576.0,772803.0,0.0
70101,AMERICAN EXPRESS ARGENTINA S.A.,143546,450683762.0,0.0,429261654.0,7394211.0,6327382.0,4017479.0,3683036.0,0.0
70140,COTO CENTRO INTEGRAL DE COMERCIALIZAC SA,21278,6370816.0,0.0,5931221.0,87701.0,106013.0,162238.0,83643.0,0.0
70141,YPF S.A.,11184,208322727.0,0.0,205905526.0,1267433.0,59709.0,721845.0,368214.0,0.0
70142,ALARFIN S.A.,4753,21712713.0,0.0,17106253.0,2534554.0,664522.0,1364468.0,42916.0,0.0
70147,CENCOSUD S.A.,529900,420163119.0,0.0,292038940.0,31713641.0,46497901.0,40772937.0,9139700.0,0.0
70154,TELEPEAJE S.A.,2798,244273.0,0.0,25476.0,33775.0,45275.0,66190.0,73557.0,0.0
70166,PRESTAMAS S.A.,169,414769.0,0.0,358604.0,6491.0,13185.0,14459.0,22030.0,0.0
70168,Findi S.A.,17,7424.0,0.0,7424.0,0.0,0.0,0.0,0.0,0.0
70210,ITALCRED S.A.,3072,3686593.0,0.0,35626.0,35017.0,78241.0,355110.0,3182599.0,0.0
70212,CREDI-PAZ S.A.,24428,18493550.0,0.0,7445125.0,2020527.0,1179748.0,4077415.0,3770735.0,0.0
70224,TARJETAS DEL MAR S.A.,188420,140718051.0,0.0,99291014.0,10497534.0,12846455.0,13489173.0,4593875.0,0.0
70228,SANTA MONICA S.A.,52884,29980375.0,0.0,19246714.0,949238.0,914887.0,1404421.0,7465115.0,0.0
70229,CONTAR S.A.,4973,1880790.0,0.0,674922.0,108026.0,178688.0,16917.0,902237.0,0.0
70231,MUTUAL DE ASOC Y ADHER CLUB SPORTS SALTO,70,15855.0,0.0,12067.0,3567.0,0.0,0.0,221.0,0.0
70234,NUEVA CARD S.A.,93690,56705643.0,0.0,51963510.0,1744379.0,1258799.0,963058.0,775897.0,0.0
70239,FERTIL FINANZAS S.A.,34991,11648089.0,0.0,7633829.0,633665.0,174605.0,2102420.0,1103570.0,0.0
70248,FAVACARD S.A,93818,58576788.0,0.0,40617983.0,4016236.0,4112083.0,5262023.0,4568463.0,0.0
70252,JUCARD JUNIN S.R.L.,2065,510545.0,0.0,415270.0,3843.0,25680.0,31758.0,33994.0,0.0
70256,EUROCRED S.A.,313,67220.0,0.0,46638.0,3480.0,13484.0,3618.0,0.0,0.0
70257,TARTAN S.A.,718,203895.0,0.0,30863.0,7549.0,5007.0,830.0,159646.0,0.0
70268,Asociación Mutual 20 de Julio,95,31530.0,0.0,31530.0,0.0,0.0,0.0,0.0,0.0
70269,"Credinos Cooperativa de Vivienda, Crédito, Consumo, Servicios Asistenc",1321,393649.0,0.0,200667.0,33037.0,21027.0,29439.0,109479.0,0.0
70270,Asociación Mutual Club Social Deportivo Ascensión,1565,715178.0,0.0,479665.0,50056.0,43093.0,55361.0,87003.0,0.0
70301,Tarjeta Pampeana S.A,8804,5287383.0,0.0,3816524.0,240196.0,197030.0,451598.0,582035.0,0.0
70407,TALOR SOCIEDAD COLECTIVA,4590,3220951.0,0.0,3179082.0,26013.0,7369.0,6236.0,2251.0,0.0
70408,TARJETA NARANJA S.A.,4430380,4896695865.0,0.0,3625983614.0,317578997.0,257734447.0,298671459.0,396727348.0,0.0
70411,TEVISAL S.A.,502,201249.0,0.0,126076.0,13748.0,17532.0,10863.0,33030.0,0.0
70412,Zafiro S.A.,1568,802992.0,0.0,615068.0,61953.0,45502.0,45532.0,34937.0,0.0
70413,VILLTER S.R.L.,1851,799351.0,0.0,553296.0,60127.0,54639.0,51750.0,79539.0,0.0
70420,Corfa Servi S.R.L.,971,553365.0,0.0,447407.0,7623.0,10982.0,10101.0,77252.0,0.0
70421,MUTUAL COYSPU,2812,3186962.0,0.0,2355885.0,250883.0,210838.0,301103.0,68253.0,0.0
70424,Tarjeta PL S.A.,2799,1487433.0,0.0,1308709.0,26944.0,108142.0,25983.0,17655.0,0.0
70429,MUTUAL DE LAS COMUNIDADES,1901,4562458.0,0.0,4185614.0,96512.0,138626.0,119851.0,21855.0,0.0
70430,ASOC. MUTUAL DEL CLUB ALMAFUERTE DE LAS VARILLAS,782,214783.0,0.0,167794.0,16710.0,5594.0,7695.0,16990.0,0.0
70433,SISCOM S.R.L.,439,217107.0,0.0,187936.0,4872.0,5932.0,7981.0,10386.0,0.0
70503,LOCRED SRL,1728,761838.0,0.0,184646.0,27481.0,54487.0,129893.0,365331.0,0.0
70603,COOP SERV ADM VTAS CRED Y CRED GUIA LTDA,21414,17900351.0,0.0,13728622.0,709670.0,946375.0,1201479.0,1314205.0,0.0
70802,S.A. CLUB DEL ESTE,1506,585906.0,0.0,534252.0,21239.0,25282.0,2159.0,2974.0,0.0
70803,SISTEMA DE CREDITO DE ENTRE RIOS S.A.,19286,15050363.0,0.0,12799152.0,607664.0,779634.0,560125.0,303788.0,0.0
70805,DILFER S.A.,27775,11685511.0,0.0,8583424.0,497675.0,657455.0,807662.0,1139295.0,0.0
70806,EMPRENDER S.A.,55,32235.0,0.0,32235.0,0.0,0.0,0.0,0.0,0.0
70808,Caja Municipal de Préstamos Sociedad de Economía Mixta,1318,1536678.0,0.0,1526614.0,8567.0,0.0,399.0,1098.0,0.0
70903,Única compañía de Crédito S.A.,5893,3032005.0,0.0,3032005.0,0.0,0.0,0.0,0.0,0.0
71101,NOA CARD S.A.,1487,1244381.0,0.0,1077537.0,74888.0,51672.0,40284.0,0.0,0.0
71103,GLOBAL S.R.L.,82,29403.0,0.0,23808.0,0.0,0.0,0.0,5595.0,0.0
71202,EMPRESUR S.A.,5492,5799142.0,0.0,2757808.0,987517.0,720043.0,703579.0,630195.0,0.0
71204,Crédito Móvil S.A.,159,125413.0,0.0,21842.0,20735.0,26793.0,31879.0,24164.0,0.0
71302,CUMAR S.A.,5617,1213782.0,0.0,547358.0,115285.0,195741.0,221812.0,133586.0,0.0
71402,CENTRO CARD S.A.,39962,26173803.0,0.0,16995714.0,2260097.0,709559.0,1887286.0,4321147.0,0.0
71605,AVALON CREDITOS PERSONALES S.A.,770,134676.0,0.0,99108.0,26916.0,8652.0,0.0,0.0,0.0
71801,DATA 2000 S.A.,40327,23121964.0,0.0,16310511.0,1286679.0,1621972.0,2104911.0,1797891.0,0.0
71803,VISION S.A.,3317,1803037.0,0.0,802893.0,246817.0,252850.0,253194.0,247283.0,0.0
72101,ASOC MUT AYUDA ASOC ADHER CLUB ATL UNION,3435,2294933.0,0.0,1973564.0,152661.0,75953.0,32594.0,60161.0,0.0
72102,ASOCIACION MUTUAL DEL CLUB A. ARGENTINO,8377,17964957.0,0.0,14958410.0,1389227.0,1215732.0,326531.0,75057.0,0.0
72103,CLUB ATLETICO SAN JORGE MUTUAL Y SOCIAL,2470,1521091.0,0.0,1405001.0,56754.0,43525.0,12285.0,3526.0,0.0
72104,MUTUAL SOCIOS ASOC MEDIC ROSARIO,16365,93745987.0,0.0,90275272.0,1550676.0,985406.0,596247.0,338386.0,0.0
72106,ASOCIACION MUTUAL VENADO TUERTO,9484,6222556.0,0.0,5764734.0,86280.0,91229.0,61751.0,218562.0,0.0
72112,ASOC MUTUAL SOC CTRO EC CAÑADA DE GOMEZ,5503,2375478.0,0.0,2280928.0,579.0,330.0,76569.0,17072.0,0.0
72113,MUTUAL ENTRE ASOC COOPER MUTUAL PATRONAL,10328,7734844.0,0.0,6102938.0,543479.0,418975.0,219012.0,450440.0,0.0
72117,ASOC MUT CONSEJ ARROYOS COOP EMP MULTIPL,1258,6526429.0,0.0,5435170.0,651979.0,157862.0,231234.0,50184.0,0.0
72123,SOCIEDAD ARG DE SOCORROS MUTUO CORONDA,722,181159.0,0.0,171309.0,4136.0,4816.0,437.0,461.0,0.0
72126,CREDISOL S.A.,6343,862233.0,0.0,543253.0,40132.0,66399.0,72067.0,140382.0,0.0
72128,ASOCIACION MUTUAL CLUB COLON DE SAN JUSTO,1161,350655.0,0.0,336312.0,9145.0,3437.0,1127.0,634.0,0.0
72131,Asociación Mutual del Personal Jerárquico de Bancos Oficiales Nacional,22877,9371154.0,0.0,6475441.0,785192.0,585844.0,800561.0,724116.0,0.0
72132,Asociación Mutual de Ayuda entre Asociados y Adherentes del Club Depor,1408,501280.0,0.0,447134.0,14795.0,11637.0,12114.0,15600.0,0.0
72133,CREDIFIAR S.A.,3207,1528303.0,0.0,653463.0,256064.0,214073.0,276422.0,128281.0,0.0
72134,Asociación Mutual de Ayuda entre Asociados y Adherentes del Club Atlét,1042,315982.0,0.0,293018.0,0.0,0.0,0.0,22964.0,0.0
72135,Asociación Mutual PYME RURAL,2107,885257.0,0.0,859480.0,12343.0,6569.0,6815.0,50.0,0.0
72136,Asociación Mutualista del Club Central San Carlos,1648,1116874.0,0.0,1108157.0,475.0,7283.0,0.0,959.0,0.0
72303,CREDIMAS S.A.,15289,9626135.0,0.0,2263137.0,1611442.0,1684776.0,2056565.0,2010215.0,0.0
72304,TARJETA TITANIO S.A.,19632,8351788.0,0.0,4944539.0,564285.0,28824.0,2813953.0,187.0,0.0
72306,VALLE FERTIL S.A.,172450,147599221.0,0.0,66968393.0,10494423.0,14603169.0,4669695.0,50863541.0,0.0
72307,CAJA POPULAR DE AHORROS PCIA DE TUCUMAN,4120,2695560.0,0.0,1436871.0,196611.0,329747.0,134676.0,597655.0,0.0
72308,CASTILLO S.A.C.I.F.I.A.,37917,16347057.0,0.0,11731626.0,883425.0,888129.0,1017949.0,1825928.0,0.0
72501,TDF S.A.,5275,1906403.0,0.0,649433.0,59870.0,0.0,718955.0,478145.0,0.0
72607,"FIRENZE COOPERATIVA DE CRÉDITO, CONSUMO, VIVIENDA, TURISMO Y SERVICIOS",1250,2410476.0,0.0,2313842.0,7423.0,11883.0,8432.0,68896.0,0.0
72613,NORYSUR SOCIEDAD ANONIMA,483,177155.0,0.0,16920.0,7390.0,11513.0,11181.0,130151.0,0.0
72614,MUTUAL DE DOCENTES DE NEUQUEN,889,394368.0,0.0,394368.0,0.0,0.0,0.0,0.0,0.0
72618,ASOCIACION MUTUAL DE ASOCIADOS Y ADHERENTES DEL CENTRO JUVENIL SPORTIV,1067,6328015.0,0.0,5434990.0,524045.0,102273.0,179908.0,86799.0,0.0
72622,ASOCIACION MUTUAL SANTA AGUSTINA,275,104367.0,0.0,69498.0,13493.0,13869.0,7434.0,73.0,0.0
72631,COOPERATIVA DE PROVISION DE BIENES Y SERVICIOS ALLEN LTDA,2162,1297904.0,0.0,1190726.0,43163.0,36920.0,18844.0,8251.0,0.0
72633,COOPERATIVA FARO LTDA,4342,1464417.0,0.0,1201168.0,83064.0,76873.0,78894.0,24418.0,0.0
72634,MERCADOLIBRE S.R.L.,6028597,2244425745.0,0.0,1801569886.0,113327119.0,146865483.0,138906255.0,43757002.0,0.0
72638,Pago Virtual del Sur S.A.,2,6000.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0
72639,SILOHUB ARGENTINA S.A.S.,2,6620.0,0.0,0.0,6620.0,0.0,0.0,0.0,0.0
